,movieId,imdbId,tmdbId,imdb_url,tmdb_url,type,description,poster_path
37,1217,113862,2054,www.imdb.com/title/tt0113862,www.themoviedb.org/movie/2054,movie,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
38,3923,116126,10607,www.imdb.com/title/tt0116126,www.themoviedb.org/movie/10607,movie,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
39,666,115683,9536,www.imdb.com/title/tt0115683,www.themoviedb.org/movie/9536,movie,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
40,1697,113118,10634,www.imdb.com/title/tt0113118,www.themoviedb.org/movie/10634,movie,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",https://image.tmdb.org/t/p/w500/eJ9OvnSuFT3ogYC0YF90j4LxyG7.jpg
41,2100,116367,755,www.imdb.com/title/tt0116367,www.themoviedb.org/movie/755,movie,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",https://image.tmdb.org/t/p/w500/xs8xS14Oyhz0GpXQHpAc1hritOW.jpg
42,3378,113537,28387,www.imdb.com/title/tt0113537,www.themoviedb.org/movie/28387,movie,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",https://image.tmdb.org/t/p/w500/186brkmaBmopqcM0dPs71tj9BfM.jpg
43,3383,113828,48750,www.imdb.com/title/tt0113828,www.themoviedb.org/movie/48750,movie,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",https://image.tmdb.org/t/p/w500/ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg
44,3783,114367,9102,www.imdb.com/title/tt0114367,www.themoviedb.org/movie/9102,movie,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
45,2873,116731,9623,www.imdb.com/title/tt0116731,www.themoviedb.org/movie/9623,movie,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",https://image.tmdb.org/t/p/w500/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
46,3878,112379,880,www.imdb.com/title/tt0112379,www.themoviedb.org/movie/880,movie,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
47,667,115697,13997,www.imdb.com/title/tt0115697,www.themoviedb.org/movie/13997,movie,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",https://image.tmdb.org/t/p/w500/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg
48,4152,115639,9283,www.imdb.com/title/tt0115639,www.themoviedb.org/movie/9283,movie,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
49,1442,115759,9208,www.imdb.com/title/tt0115759,www.themoviedb.org/movie/9208,movie,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
50,783,113247,406,www.imdb.com/title/tt0113247,www.themoviedb.org/movie/406,movie,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",https://image.tmdb.org/t/p/w500/akrPnklXaXZWqodM3HmPSXvfcPF.jpg
51,2159,115734,13685,www.imdb.com/title/tt0115734,www.themoviedb.org/movie/13685,movie,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",https://image.tmdb.org/t/p/w500/wOPiNYt9V3Cbr9Izeddwj7nU8RT.jpg
52,1504,116483,9614,www.imdb.com/title/tt0116483,www.themoviedb.org/movie/9614,movie,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
53,1609,112579,688,www.imdb.com/title/tt0112579,www.themoviedb.org/movie/688,movie,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,https://image.tmdb.org/t/p/w500/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
54,1839,117110,10874,www.imdb.com/title/tt0117110,www.themoviedb.org/movie/10874,movie,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",https://image.tmdb.org/t/p/w500/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
55,0,112573,197,www.imdb.com/title/tt0112573,www.themoviedb.org/movie/197,movie,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg
56,145,75314,103,www.imdb.com/title/tt0075314,www.themoviedb.org/movie/103,movie,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action, attempting to save a preadolescent prostitute in the process.",https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg
57,1505,113326,33542,www.imdb.com/title/tt0113326,www.themoviedb.org/movie/33542,movie,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",https://image.tmdb.org/t/p/w500/gQFpQH9KwDGkUrvOi7J3hzxdeke.jpg
58,2358,109424,11104,www.imdb.com/title/tt0109424,www.themoviedb.org/movie/11104,movie,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
59,1845,116324,2074,www.imdb.com/title/tt0116324,www.themoviedb.org/movie/2074,movie,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",https://image.tmdb.org/t/p/w500/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
60,2554,116130,9101,www.imdb.com/title/tt0116130,www.themoviedb.org/movie/9101,movie,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",https://image.tmdb.org/t/p/w500/tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg
61,1250,115685,11000,www.imdb.com/title/tt0115685,www.themoviedb.org/movie/11000,movie,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,https://image.tmdb.org/t/p/w500/bEyK1K1EgWapeKgkcOLC1ejl9nj.jpg
62,1769,112442,9737,www.imdb.com/title/tt0112442,www.themoviedb.org/movie/9737,movie,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
63,657,112461,10474,www.imdb.com/title/tt0112461,www.themoviedb.org/movie/10474,movie,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,https://image.tmdb.org/t/p/w500/9qX10tQz0hvppk30CDrz73fZTPQ.jpg
64,577,112384,568,www.imdb.com/title/tt0112384,www.themoviedb.org/movie/568,movie,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",https://image.tmdb.org/t/p/w500/jokiCLdNS58eJTALfNcerQRhwAo.jpg
65,1218,114287,11780,www.imdb.com/title/tt0114287,www.themoviedb.org/movie/11780,movie,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",https://image.tmdb.org/t/p/w500/oyOR8EygIDY7s2ubQyajulWsj9D.jpg
66,784,112462,414,www.imdb.com/title/tt0112462,www.themoviedb.org/movie/414,movie,Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,https://image.tmdb.org/t/p/w500/k6EQ2OewzjF8TcPgok9wxpPAgXW.jpg
67,1985,61395,649,www.imdb.com/title/tt0061395,www.themoviedb.org/movie/649,movie,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",https://image.tmdb.org/t/p/w500/quJcUOyTKWfPb0aDvgUrBgu86p1.jpg
