,movieId,title,genres
206,4278,Killing Zoe (1994),Crime|Drama|Thriller
207,2275,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
208,3727,"Man Without a Face, The (1993)",Drama
209,2780,Manhattan Murder Mystery (1993),Comedy|Mystery
210,4006,Menace II Society (1993),Action|Crime|Drama
211,4049,Executive Decision (1996),Action|Adventure|Thriller
212,1706,Much Ado About Nothing (1993),Comedy|Romance
213,951,Mrs. Doubtfire (1993),Comedy|Drama
214,3397,Naked (1993),Drama
215,1330,"Next Karate Kid, The (1994)",Action|Children|Romance
216,4010,Orlando (1992),Drama|Fantasy|Romance
217,635,"Perfect World, A (1993)",Crime|Drama|Thriller
218,704,Philadelphia (1993),Drama
219,1707,"Piano, The (1993)",Drama|Romance
220,1708,"Remains of the Day, The (1993)",Drama|Romance
221,2825,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
222,1222,Robin Hood: Men in Tights (1993),Comedy
223,1465,Romper Stomper (1992),Action|Drama
224,2656,Rudy (1993),Drama
225,198,Schindler's List (1993),Drama|War
226,2329,Searching for Bobby Fischer (1993),Drama
227,2926,"Secret Garden, The (1993)",Children|Drama
228,3844,Serial Mom (1994),Comedy|Crime|Horror
229,1015,Shadowlands (1993),Drama|Romance
230,705,Short Cuts (1993),Drama
231,2227,Six Degrees of Separation (1993),Drama
232,952,Sleepless in Seattle (1993),Comedy|Drama|Romance
233,147,Blade Runner (1982),Action|Sci-Fi|Thriller
234,1744,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
235,2657,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
236,339,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
237,1502,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
238,1905,Tombstone (1993),Action|Drama|Western
239,720,True Romance (1993),Crime|Thriller
240,3980,"War Room, The (1993)",Documentary
241,3506,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
242,3178,Welcome to the Dollhouse (1995),Comedy|Drama
243,2593,Cronos (1993),Drama|Horror
244,2901,"Little Rascals, The (1994)",Children|Comedy
245,2692,"Celluloid Closet, The (1995)",Documentary
246,2335,"Brady Bunch Movie, The (1995)",Comedy
247,626,Home Alone (1990),Children|Comedy
248,1223,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
249,671,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
250,491,Terminator 2: Judgment Day (1991),Action|Sci-Fi
251,794,Dances with Wolves (1990),Adventure|Drama|Western
252,795,Batman (1989),Action|Crime|Thriller
253,148,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
254,627,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
255,953,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
256,244,Pinocchio (1940),Animation|Children|Fantasy|Musical
257,628,Pretty Woman (1990),Comedy|Romance
258,1430,"Wild Bunch, The (1969)",Adventure|Western
259,3341,One Fine Day (1996),Drama|Romance
260,466,Fargo (1996),Comedy|Crime|Drama|Thriller
261,177,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
262,2594,Jane Eyre (1996),Drama|Romance
263,2,"Aristocats, The (1970)",Animation|Children
264,1405,Primal Fear (1996),Crime|Drama|Mystery|Thriller
265,1987,Land and Freedom (Tierra y libertad) (1995),Drama|War
266,2781,Sgt. Bilko (1996),Comedy
267,4174,Courage Under Fire (1996),Action|Crime|Drama|War
268,796,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
269,3574,Dragonheart (1996),Action|Adventure|Fantasy
270,954,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
271,1988,Underground (1995),Comedy|Drama|War
272,3946,Song of the Little Road (Pather Panchali) (1955),Drama
273,3903,"World of Apu, The (Apur Sansar) (1959)",Drama
274,2670,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
275,1189,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
276,3696,Barbarella (1968),Adventure|Comedy|Sci-Fi
277,1431,Some Folks Call It a Sling Blade (1993),Drama|Thriller
278,3398,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
279,3234,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
280,955,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
281,1466,Dead Man (1995),Drama|Mystery|Western
282,4207,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
283,2776,Multiplicity (1996),Comedy
284,1183,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
285,1776,"Rock, The (1996)",Action|Adventure|Thriller
286,1989,Cemetery Man (Dellamorte Dellamore) (1994),Horror
287,797,Twister (1996),Action|Adventure|Romance|Thriller
288,245,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
289,149,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
290,246,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
291,3904,Stalingrad (1993),Drama|War
292,3381,Jack (1996),Comedy|Drama
293,447,Trainspotting (1996),Comedy|Crime|Drama
294,672,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
295,2823,Stealing Beauty (1996),Drama
296,624,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
297,1506,"Cable Guy, The (1996)",Comedy|Thriller
298,771,Kingpin (1996),Comedy
299,3784,Eraser (1996),Action|Drama|Thriller
300,2782,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
301,2595,"Frighteners, The (1996)",Comedy|Horror|Thriller
302,1655,Lone Star (1996),Drama|Mystery|Western
303,1224,Phenomenon (1996),Drama|Romance
304,1225,"Time to Kill, A (1996)",Drama|Thriller
305,3152,"First Wives Club, The (1996)",Comedy
306,1846,Ransom (1996),Crime|Thriller
307,3110,Chain Reaction (1996),Action|Adventure|Thriller
308,1364,Matilda (1996),Children|Comedy|Fantasy
309,798,Emma (1996),Comedy|Drama|Romance
310,448,"Crow: City of Angels, The (1996)",Action|Thriller
311,1251,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
312,1656,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
313,1709,Tin Cup (1996),Comedy|Drama|Romance
314,189,"Godfather, The (1972)",Crime|Drama
315,2853,Bound (1996),Crime|Drama|Romance|Thriller
316,1906,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
317,799,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
318,289,Singin' in the Rain (1952),Comedy|Musical|Romance
319,2886,"American in Paris, An (1951)",Musical|Romance
320,4280,Funny Face (1957),Comedy|Musical
321,509,Breakfast at Tiffany's (1961),Drama|Romance
322,150,Vertigo (1958),Drama|Mystery|Romance|Thriller
323,151,Rear Window (1954),Mystery|Thriller
324,1545,It Happened One Night (1934),Comedy|Romance
325,2537,Gaslight (1944),Drama|Thriller
326,3235,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
327,510,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
328,511,"Apartment, The (1960)",Comedy|Drama|Romance
329,512,Some Like It Hot (1959),Comedy|Crime
330,290,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
331,247,Casablanca (1942),Drama|Romance
332,152,"Maltese Falcon, The (1941)",Film-Noir|Mystery
333,467,My Fair Lady (1964),Comedy|Drama|Musical|Romance
334,956,Sabrina (1954),Comedy|Romance
335,291,Roman Holiday (1953),Comedy|Drama|Romance
336,4030,"Little Princess, The (1939)",Children|Drama
337,2839,Meet Me in St. Louis (1944),Musical
338,578,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
339,468,Gone with the Wind (1939),Drama|Romance|War
340,721,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
341,1252,Citizen Kane (1941),Drama|Mystery
342,248,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
343,1432,All About Eve (1950),Drama
344,3179,"Women, The (1939)",Comedy
345,2067,Rebecca (1940),Drama|Mystery|Romance|Thriller
346,3854,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
347,513,Notorious (1946),Film-Noir|Romance|Thriller
348,3033,Spellbound (1945),Mystery|Romance|Thriller
349,3373,"Affair to Remember, An (1957)",Drama|Romance
350,292,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
351,1396,Father of the Bride (1950),Comedy
352,683,Ninotchka (1939),Comedy|Romance
353,3236,Gigi (1958),Musical
354,2198,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
355,1253,Laura (1944),Crime|Film-Noir|Mystery
356,3668,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
357,3673,Lost Horizon (1937),Drama
358,293,Top Hat (1935),Comedy|Musical|Romance
359,1254,To Be or Not to Be (1942),Comedy|Drama|War
360,2246,My Man Godfrey (1936),Comedy|Romance
361,2731,Giant (1956),Drama|Romance|Western
362,2491,East of Eden (1955),Drama
363,294,"Thin Man, The (1934)",Comedy|Crime
364,1255,His Girl Friday (1940),Comedy|Romance
365,2122,Around the World in 80 Days (1956),Adventure|Comedy
366,469,It's a Wonderful Life (1946),Drama|Fantasy|Romance
367,514,Mr. Smith Goes to Washington (1939),Drama
368,1256,Bringing Up Baby (1938),Comedy|Romance
369,470,"39 Steps, The (1935)",Drama|Mystery|Thriller
370,602,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
371,800,"African Queen, The (1951)",Adventure|Comedy|Romance|War
372,2658,Cat on a Hot Tin Roof (1958),Drama
373,3674,Meet John Doe (1941),Comedy|Drama
374,2123,Fly Away Home (1996),Adventure|Children
375,3237,Michael Collins (1996),Drama
376,801,Big Night (1996),Comedy|Drama
377,4109,D3: The Mighty Ducks (1996),Children|Comedy
378,1397,Old Yeller (1957),Children|Drama
379,1398,"Parent Trap, The (1961)",Children|Comedy|Romance
380,3182,Pollyanna (1960),Children|Comedy|Drama
381,2446,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
382,1016,Swiss Family Robinson (1960),Adventure|Children
383,2555,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
384,957,Cool Runnings (1993),Comedy
385,3498,Angels in the Outfield (1994),Children|Comedy
386,295,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
387,2596,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
388,296,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
389,2279,Robin Hood: Prince of Thieves (1991),Adventure|Drama
390,297,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
391,298,Dumbo (1941),Animation|Children|Drama|Musical
392,492,Pete's Dragon (1977),Adventure|Animation|Children|Musical
393,1399,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
394,1784,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
395,493,"Fox and the Hound, The (1981)",Animation|Children|Drama
396,471,"Sound of Music, The (1965)",Musical|Romance
397,449,Die Hard (1988),Action|Crime|Thriller
398,3687,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
399,636,Secrets & Lies (1996),Drama
400,299,That Thing You Do! (1996),Comedy|Drama
401,2693,Beautiful Thing (1996),Drama|Romance
402,2280,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
403,2068,"Ghost and the Darkness, The (1996)",Action|Adventure
404,3817,Trees Lounge (1996),Drama
405,2783,Everyone Says I Love You (1996),Comedy|Musical|Romance
406,1607,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
407,722,Swingers (1996),Comedy|Drama
408,1445,Sleepers (1996),Thriller
409,1785,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
410,3238,Shall We Dance (1937),Comedy|Musical|Romance
411,1941,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller
412,199,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
413,1629,"Innocents, The (1961)",Drama|Horror|Thriller
414,1108,Sleeper (1973),Comedy|Sci-Fi
415,2784,Bananas (1971),Comedy|War
416,1100,"Fish Called Wanda, A (1988)",Comedy|Crime
417,300,Monty Python's Life of Brian (1979),Comedy
418,1786,Victor/Victoria (1982),Comedy|Musical|Romance
419,1257,Bonnie and Clyde (1967),Crime|Drama
420,301,Dial M for Murder (1954),Crime|Mystery|Thriller
421,958,Dirty Dancing (1987),Drama|Musical|Romance
422,515,Reservoir Dogs (1992),Crime|Mystery|Thriller
423,516,Platoon (1986),Drama|War
424,1533,Weekend at Bernie's (1989),Comedy
425,153,Basic Instinct (1992),Crime|Mystery|Thriller
426,2732,"Doors, The (1991)",Drama
427,1710,"Crying Game, The (1992)",Drama|Romance|Thriller
428,723,Glengarry Glen Ross (1992),Drama
429,2733,Sophie's Choice (1982),Drama
430,494,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
431,3954,"Christmas Carol, A (1938)",Children|Drama|Fantasy
432,4099,Days of Thunder (1990),Action|Drama|Romance
433,1406,Top Gun (1986),Action|Romance
434,1258,Rebel Without a Cause (1955),Drama
435,302,"Streetcar Named Desire, A (1951)",Drama
436,802,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
437,2281,"People vs. Larry Flynt, The (1996)",Comedy|Drama
438,517,On Golden Pond (1981),Drama
439,603,"Return of the Pink Panther, The (1975)",Comedy|Crime
440,3454,Drop Dead Fred (1991),Comedy|Fantasy
441,1148,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
442,3800,"Fog, The (1980)",Horror
443,1657,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
444,604,Jean de Florette (1986),Drama|Mystery
445,803,Manon of the Spring (Manon des sources) (1986),Drama
446,200,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
447,1953,When We Were Kings (1996),Documentary
448,154,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
449,3123,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
450,3239,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
451,3240,Bob Roberts (1992),Comedy
452,190,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
453,3241,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
454,605,Delicatessen (1991),Comedy|Drama|Romance
455,851,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance
456,3760,Enchanted April (1992),Drama|Romance
457,518,Paths of Glory (1957),Drama|War
458,2734,"Grifters, The (1990)",Crime|Drama|Film-Noir
459,1446,"English Patient, The (1996)",Drama|Romance|War
460,1711,My Left Foot (1989),Drama
461,1433,"Sex, Lies, and Videotape (1989)",Drama
462,1651,Strictly Ballroom (1992),Comedy|Romance
463,1259,"Thin Blue Line, The (1988)",Documentary
464,3716,Paris Is Burning (1990),Documentary
465,155,One Flew Over the Cuckoo's Nest (1975),Drama
466,1658,Cheech and Chong's Up in Smoke (1978),Comedy
467,3,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
468,201,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
469,156,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
470,472,Brazil (1985),Fantasy|Sci-Fi
471,249,Aliens (1986),Action|Adventure|Horror|Sci-Fi
472,157,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
473,2247,Withnail & I (1987),Comedy
474,178,12 Angry Men (1957),Drama
475,250,Lawrence of Arabia (1962),Adventure|Drama|War
476,251,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
477,158,To Kill a Mockingbird (1962),Drama
478,252,Apocalypse Now (1979),Action|Drama|War
479,684,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
